Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L000337,C10650,Auto,105100.0,13.6,2022-12-06,60,45313.13,Active,Medium
L000338,C04233,Auto,63100.0,13.4,2023-08-13,180,15102.38,Overdue,Low
L000339,C13450,Home,174000.0,7.78,2022-06-16,24,130988.13,Active,Low
L000340,C11610,Auto,174600.0,11.58,2022-12-14,60,152249.41,Active,Low
L000341,C09094,Auto,67500.0,11.31,2022-10-29,84,37281.68,Active,Low
L000342,C10776,Business,412900.0,7.0,2023-02-14,120,141682.32,Active,Low
L000343,C00869,Auto,615900.0,8.91,2023-12-13,240,57430.35,Active,Medium
L000344,C10585,Personal,104600.0,14.15,2025-12-08,180,28392.65,Active,Low
L000345,C14774,Personal,103400.0,7.95,2025-10-23,120,12131.39,Closed,Medium
L000346,C10197,Home,435900.0,15.63,2023-12-11,12,324497.69,Active,Medium
L000347,C04441,Auto,537500.0,12.29,2023-10-18,240,300249.3,Closed,Medium
L000348,C00947,Home,123300.0,11.56,2023-07-22,180,7066.35,Active,Low
L000349,C03514,Home,93600.0,15.96,2023-10-24,36,86272.59,Closed,Low
L000350,C00279,Auto,70000.0,8.54,2025-01-02,84,36252.57,Active,High
L000351,C00050,Education,383900.0,10.93,2022-10-01,36,84460.18,Active,Low
L000352,C03343,Personal,304700.0,14.95,2022-02-10,36,75216.63,Closed,Medium
L000353,C14181,Personal,339400.0,10.26,2025-05-27,48,126951.42,Active,High
L000354,C14234,Education,270800.0,10.34,2022-06-24,180,158143.38,Active,Medium
L000355,C10475,Home,199900.0,8.82,2023-11-01,24,52603.03,Active,Medium
L000356,C04245,Auto,437100.0,10.03,2022-05-05,48,190928.14,Active,Low
L000357,C12984,Personal,50000.0,8.23,2022-11-25,180,45304.44,Active,Medium
L000358,C00536,Auto,61400.0,13.18,2023-02-07,240,56069.26,Active,Medium
L000359,C02983,Personal,60600.0,8.88,2022-02-09,24,48840.61,Active,Medium
L000360,C02401,Home,108800.0,14.07,2023-09-05,120,75413.35,Active,Medium
L000361,C11949,Personal,50000.0,10.06,2022-03-25,36,22072.81,Active,Medium
L000362,C04947,Personal,189000.0,12.7,2022-11-30,180,131829.82,Active,Medium
L000363,C05753,Home,129500.0,10.78,2022-12-04,24,78935.34,Active,Low
L000364,C02752,Home,179900.0,14.18,2025-06-07,48,38600.27,Active,Low
L000365,C10631,Auto,119000.0,7.99,2024-09-19,120,69245.08,Closed,Low
L000366,C06971,Home,64400.0,8.16,2022-03-19,24,27831.64,Active,Low
L000367,C03676,Home,126700.0,12.6,2023-11-04,12,118582.62,Active,Medium
L000368,C04235,Personal,471100.0,11.49,2024-11-12,36,215160.21,Active,Low
L000369,C10920,Home,328800.0,10.14,2023-11-04,24,194929.49,Active,Low
L000370,C04097,Home,220000.0,15.2,2025-12-18,36,122573.78,Closed,Low
L000371,C13751,Education,82400.0,11.43,2022-12-01,120,51656.61,Closed,Medium
L000372,C09764,Personal,112800.0,16.14,2023-06-17,84,45968.49,Overdue,Medium
L000373,C09476,Home,503400.0,9.0,2025-12-20,60,400084.81,Active,Low
L000374,C12117,Auto,169400.0,9.51,2023-02-19,48,111324.64,Closed,Low
L000375,C02838,Home,50000.0,16.45,2025-02-17,36,26285.51,Active,Medium
L000376,C13588,Auto,278100.0,14.33,2022-08-19,48,237985.16,Active,Low
L000377,C13832,Auto,880800.0,8.22,2023-06-22,180,348100.92,Closed,Low
L000378,C02052,Business,50000.0,12.88,2022-11-07,240,45925.57,Defaulted,Medium
L000379,C03655,Personal,230100.0,12.0,2025-04-15,60,41012.58,Closed,Low
L000380,C09509,Auto,451200.0,10.69,2024-05-19,48,323918.71,Active,High
L000381,C10921,Personal,67900.0,10.64,2025-12-21,48,9771.9,Active,Low
L000382,C09228,Education,70500.0,8.3,2023-05-15,48,24974.6,Active,Low
L000383,C11251,Personal,170700.0,15.08,2025-02-12,36,131728.08,Active,Low
L000384,C07488,Home,941400.0,15.09,2025-02-09,48,573019.32,Closed,Medium
L000385,C06352,Home,62200.0,9.83,2022-01-19,36,24575.93,Active,Medium
L000386,C03344,Business,183600.0,10.64,2022-09-30,48,95660.32,Active,Medium
L000387,C03419,Personal,530100.0,15.86,2022-02-22,84,345205.71,Active,High
L000388,C10054,Personal,50000.0,10.91,2023-07-08,36,39084.06,Defaulted,Medium
L000389,C03048,Business,57000.0,16.46,2023-06-21,84,14126.68,Active,High
L000390,C09846,Personal,208000.0,11.09,2024-12-27,240,166894.55,Active,Low
L000391,C03359,Home,456200.0,15.81,2023-09-27,48,364959.08,Active,Low
L000392,C00270,Home,407500.0,15.57,2023-07-25,120,322027.38,Active,Medium
L000393,C01973,Home,50000.0,12.23,2024-07-25,180,35184.94,Closed,Low
L000394,C14419,Home,263500.0,14.66,2025-07-16,60,95908.33,Closed,Low
L000395,C03113,Personal,133900.0,11.89,2023-01-02,60,20491.99,Active,High
L000396,C00055,Home,57500.0,14.7,2023-12-17,84,32588.74,Active,Medium
L000397,C11651,Home,181500.0,6.8,2025-08-16,36,107770.22,Active,Low
L000398,C05761,Personal,167500.0,12.53,2022-12-26,180,65171.52,Closed,Low
L000399,C06055,Personal,547400.0,8.91,2023-01-17,120,264820.14,Active,Medium
L000400,C02235,Home,154200.0,7.85,2024-05-05,240,80423.53,Active,Medium
L000401,C10031,Personal,226600.0,8.25,2022-09-23,240,123347.76,Active,High
L000402,C00455,Home,594600.0,14.5,2025-07-19,60,371407.9,Active,Medium
L000403,C09787,Personal,186900.0,12.03,2023-05-21,240,37765.46,Closed,Medium
L000404,C07944,Personal,205900.0,8.61,2022-10-04,24,182681.19,Active,Low
L000405,C04190,Home,124600.0,16.12,2025-02-24,180,116294.91,Active,Low
L000406,C12545,Personal,838100.0,14.52,2024-11-04,48,244511.4,Active,Medium
L000407,C09213,Home,209000.0,10.28,2024-11-25,240,78820.53,Active,High
L000408,C08489,Home,680800.0,9.72,2025-01-10,60,334717.73,Closed,Low
L000409,C10136,Education,261000.0,10.77,2024-12-23,60,159500.51,Active,Low
L000410,C10173,Business,234600.0,13.81,2025-08-03,12,89503.97,Defaulted,High
L000411,C01930,Home,124200.0,12.68,2025-11-01,12,108315.89,Active,Low
L000412,C09698,Education,82500.0,14.4,2022-09-30,120,5210.31,Overdue,Medium
L000413,C04924,Personal,595100.0,7.65,2024-08-31,120,55805.14,Active,Medium
L000414,C13741,Auto,474900.0,15.83,2022-11-20,48,319529.62,Active,Low
L000415,C02530,Business,117700.0,8.2,2024-11-13,24,52550.99,Closed,Low
L000416,C04114,Personal,79700.0,10.89,2022-10-15,24,39090.75,Closed,Low
L000417,C14978,Business,199300.0,8.2,2023-05-10,48,120591.97,Active,Low
L000418,C00912,Home,78300.0,14.48,2023-01-10,48,53804.71,Active,Low
L000419,C08298,Personal,1070100.0,8.96,2025-10-28,12,230358.41,Active,Medium
L000420,C01602,Home,1031000.0,13.06,2023-09-11,120,113168.28,Closed,Low
L000421,C04143,Education,142100.0,14.89,2024-10-30,180,44427.17,Active,Low
L000422,C12689,Personal,57000.0,15.63,2023-10-19,240,15206.72,Active,Low
L000423,C06982,Home,50000.0,6.65,2025-03-08,24,39137.34,Closed,Medium
L000424,C00363,Education,259500.0,12.68,2023-12-18,240,43585.66,Closed,Low
L000425,C13487,Auto,67400.0,6.98,2024-06-04,48,49144.32,Active,Low
L000426,C01247,Personal,61400.0,13.86,2022-08-28,48,32796.69,Overdue,Low
L000427,C09679,Personal,436400.0,13.9,2024-11-13,120,173600.75,Active,Low
L000428,C05513,Home,192700.0,16.02,2024-04-19,120,105319.61,Defaulted,Medium
L000429,C07960,Personal,97300.0,15.22,2025-08-15,24,83131.79,Active,Low
L000430,C11041,Home,94700.0,7.87,2023-10-22,84,79044.39,Active,High
L000431,C08187,Business,347300.0,11.17,2022-09-11,240,193866.5,Active,Low
L000432,C14609,Auto,474600.0,14.7,2025-09-06,60,68745.4,Active,High
L000433,C06247,Home,112800.0,11.85,2022-08-25,84,76757.66,Active,Low
L000434,C08596,Auto,268800.0,7.89,2024-02-24,180,88172.9,Active,Low
L000435,C12482,Personal,265000.0,9.97,2024-07-20,120,17231.94,Active,Medium
L000436,C12967,Home,165300.0,11.28,2023-11-13,12,49082.14,Active,Medium
L000437,C10669,Home,330200.0,7.3,2023-04-11,60,254357.71,Closed,Low
L000438,C06521,Home,237300.0,16.01,2024-08-05,36,125332.5,Closed,Low
L000439,C02801,Home,440700.0,14.24,2022-03-10,12,179508.56,Active,Medium
L000440,C11188,Home,76000.0,8.66,2024-12-15,120,8047.39,Active,Low
L000441,C10334,Home,524500.0,9.25,2022-09-29,240,62102.34,Active,High
L000442,C07533,Personal,132200.0,6.87,2024-02-27,240,54314.28,Closed,Low
L000443,C11550,Home,532200.0,7.0,2024-05-31,84,412349.26,Active,Medium
L000444,C05588,Home,358700.0,10.38,2024-02-20,180,91473.78,Active,Low
L000445,C05976,Education,135700.0,9.73,2023-03-11,60,80322.99,Closed,Low
L000446,C07763,Business,50000.0,14.49,2025-10-14,180,33262.82,Active,High
L000447,C01978,Business,542300.0,14.89,2022-01-30,240,264676.63,Active,Medium
L000448,C06666,Home,747100.0,8.39,2025-03-16,84,299424.32,Active,High
L000449,C09997,Personal,434500.0,9.55,2022-07-15,12,110530.29,Active,Low
L000450,C08172,Education,320200.0,11.54,2025-01-20,60,226695.75,Overdue,Medium
L000451,C01550,Home,3238100.0,8.36,2025-07-25,12,887553.71,Active,Low
L000452,C13669,Education,114000.0,7.91,2022-12-12,180,52607.57,Closed,Low
L000453,C11780,Home,237800.0,6.85,2022-06-09,60,189591.95,Active,Low
L000454,C03391,Personal,251200.0,12.77,2023-12-21,48,96767.72,Active,Low
L000455,C06403,Home,65900.0,15.27,2024-01-10,48,22614.67,Active,Medium
L000456,C03862,Personal,399800.0,7.59,2023-04-30,120,373504.96,Active,Low
L000457,C03278,Home,113100.0,8.38,2024-11-08,12,74577.17,Active,Low
L000458,C06931,Auto,311800.0,12.44,2023-05-06,180,111605.57,Active,Medium
L000459,C07592,Personal,278400.0,16.33,2024-10-14,48,91604.08,Active,Low
L000460,C00768,Personal,397400.0,14.83,2024-11-04,60,56359.74,Closed,Low
L000461,C10563,Home,111100.0,9.17,2025-01-20,240,73837.47,Active,Medium
L000462,C00112,Home,144200.0,15.99,2024-10-27,240,38913.05,Active,Low
L000463,C08524,Home,86200.0,13.69,2023-10-11,36,66363.25,Active,Medium
L000464,C06137,Personal,176400.0,9.64,2022-09-02,12,81698.48,Active,Medium
L000465,C01250,Personal,151400.0,15.16,2025-09-27,60,130534.89,Closed,Medium
L000466,C07743,Home,76000.0,13.11,2025-03-31,36,34859.84,Active,Medium
L000467,C05103,Home,69600.0,15.11,2023-11-07,12,40609.84,Active,Medium
L000468,C07872,Personal,313600.0,11.82,2025-09-21,24,38632.03,Active,High
L000469,C07877,Auto,119500.0,9.95,2023-12-19,48,79316.83,Active,Low
L000470,C08685,Auto,147700.0,9.36,2023-03-09,60,137743.81,Overdue,High
L000471,C10431,Home,111400.0,13.9,2024-08-27,24,32167.16,Closed,Low
L000472,C07691,Personal,150300.0,14.16,2025-09-11,84,111130.44,Overdue,Low
L000473,C03616,Education,118500.0,10.95,2024-02-01,12,109988.93,Active,Medium
L000474,C12893,Personal,63400.0,6.69,2024-10-30,84,14748.82,Active,Low
L000475,C10930,Education,386700.0,7.38,2025-08-18,24,305854.83,Active,Low
L000476,C01324,Home,53900.0,6.53,2025-11-03,12,45107.23,Active,Low
L000477,C07808,Personal,100500.0,7.91,2025-03-10,36,14033.87,Active,Low
L000478,C04325,Auto,594200.0,8.26,2023-08-15,36,536893.37,Active,Low
L000479,C06914,Personal,174400.0,7.99,2025-01-08,36,44241.29,Closed,Low
L000480,C09351,Education,295100.0,14.9,2023-06-12,12,85678.38,Closed,Medium
L000481,C04937,Home,50000.0,12.63,2024-11-13,84,34847.0,Active,Low
L000482,C08722,Personal,168700.0,6.7,2022-02-02,240,24444.77,Active,High
L000483,C13737,Home,238700.0,7.04,2023-04-04,120,188505.02,Closed,Low
L000484,C10789,Personal,298100.0,7.96,2023-03-12,60,106961.96,Active,Low
L000485,C12115,Personal,289800.0,13.35,2022-06-14,240,270546.18,Active,Low
L000486,C07375,Personal,170400.0,9.26,2022-05-20,180,62951.92,Closed,Low
L000487,C07101,Personal,50000.0,9.03,2025-07-22,24,46396.33,Closed,High
L000488,C12130,Business,84700.0,14.49,2025-03-02,84,53107.69,Active,Medium
L000489,C01469,Home,258500.0,7.91,2022-06-03,60,73086.22,Active,Low
L000490,C13628,Business,174200.0,13.25,2025-10-27,240,13439.1,Closed,Medium
L000491,C14504,Personal,199200.0,11.69,2025-03-10,48,144861.46,Active,Low
L000492,C01991,Home,91400.0,8.13,2023-05-06,240,25365.01,Active,Low
L000493,C00887,Personal,68900.0,11.83,2025-12-07,36,22342.11,Overdue,Low
L000494,C00302,Home,432000.0,12.61,2023-05-17,24,276968.48,Closed,Low
L000495,C03431,Personal,50000.0,11.24,2024-01-20,48,41880.23,Active,Low
L000496,C06170,Personal,136100.0,6.92,2022-07-15,24,29509.89,Active,High
L000497,C01521,Auto,220800.0,15.83,2025-02-17,180,180368.52,Active,Medium
L000498,C01041,Education,998600.0,9.72,2023-05-01,240,736265.17,Active,Medium
L000499,C10569,Auto,167800.0,9.73,2025-07-19,12,90135.01,Active,Medium
L000500,C09175,Home,50000.0,9.72,2025-01-14,120,19530.73,Active,Medium
L000501,C03136,Personal,252400.0,8.58,2023-09-16,84,58982.75,Overdue,Medium
L000502,C09844,Business,141600.0,8.25,2024-07-08,12,88328.0,Active,Low
L000503,C13991,Personal,750600.0,12.42,2022-07-05,240,577947.98,Closed,Low
L000504,C04171,Education,131400.0,14.77,2025-09-15,12,120566.49,Active,Low
L000505,C07260,Home,177400.0,15.93,2024-04-25,84,69141.33,Active,High
L000506,C03736,Home,139000.0,8.71,2023-02-08,12,30910.65,Overdue,Low
L000507,C07035,Education,118500.0,15.57,2023-08-19,60,67107.53,Active,Medium
L000508,C05737,Auto,51400.0,8.05,2023-12-05,36,10747.47,Active,Low
L000509,C09728,Business,111900.0,16.26,2022-12-07,12,50218.98,Defaulted,Medium
L000510,C00789,Business,557200.0,11.99,2023-11-13,12,233921.59,Closed,Low
L000511,C11939,Personal,84200.0,14.76,2022-07-01,84,25273.2,Active,Low
L000512,C07521,Home,149000.0,14.8,2024-02-25,48,115442.39,Active,Medium
L000513,C02662,Personal,262100.0,8.2,2022-10-14,120,121012.26,Active,Low
L000514,C13980,Home,60000.0,15.89,2022-02-13,120,3262.69,Overdue,Low
L000515,C12882,Home,228300.0,12.06,2023-12-01,240,110584.93,Active,Low
L000516,C11815,Home,324100.0,9.34,2022-07-15,180,236708.44,Active,Medium
L000517,C10852,Home,221700.0,6.59,2022-05-04,36,170288.54,Active,High
L000518,C08148,Auto,331600.0,8.07,2025-12-11,60,91521.3,Active,High
L000519,C05353,Business,61600.0,11.89,2025-12-31,48,49922.73,Active,Medium
L000520,C06367,Home,333300.0,6.88,2025-07-01,180,302158.9,Active,Low
L000521,C10928,Personal,194200.0,6.69,2025-05-17,240,67392.09,Closed,Medium
L000522,C13556,Home,162400.0,15.13,2024-01-09,240,92433.91,Active,Low
L000523,C05266,Auto,432200.0,9.23,2024-06-28,36,282569.81,Overdue,Low
L000524,C13623,Auto,174800.0,14.93,2022-06-17,240,158565.36,Active,Low
L000525,C04162,Home,69000.0,13.58,2025-01-05,48,59416.7,Active,Low
L000526,C07370,Auto,315300.0,7.68,2025-02-18,12,144479.56,Defaulted,Medium
L000527,C06295,Auto,353300.0,12.32,2023-01-12,180,302768.93,Active,Medium
L000528,C12479,Home,55000.0,9.0,2022-11-27,84,15595.53,Closed,High
L000529,C11809,Home,111600.0,13.76,2025-06-29,36,67093.49,Active,High
L000530,C14459,Personal,50000.0,14.8,2024-01-12,24,30530.99,Closed,Medium
L000531,C13851,Home,73400.0,9.79,2023-05-14,120,16375.38,Active,Medium
L000532,C10518,Auto,195100.0,12.97,2022-10-14,60,34574.53,Active,Low
L000533,C09641,Business,50000.0,15.47,2025-03-10,12,18551.79,Active,High
L000534,C07417,Personal,134200.0,7.96,2022-06-19,240,106325.18,Active,Low
L000535,C10341,Personal,215100.0,13.75,2025-08-23,48,70816.39,Closed,Medium
L000536,C03487,Home,231700.0,8.29,2025-11-22,48,32445.06,Active,Low
L000537,C05173,Education,1124700.0,13.3,2024-06-02,12,653927.46,Overdue,Low
L000538,C13560,Home,611000.0,15.74,2023-12-06,24,240893.42,Closed,Medium
L000539,C13094,Home,69600.0,14.58,2022-08-02,36,29952.46,Active,Low
L000540,C13388,Home,196800.0,10.31,2024-01-24,12,13329.82,Closed,High
L000541,C05751,Auto,182200.0,14.74,2023-03-11,180,111847.84,Closed,Low
L000542,C13073,Personal,148700.0,16.06,2024-03-15,36,82609.15,Active,Low
L000543,C08279,Personal,387300.0,14.38,2022-08-17,180,79092.65,Active,Medium
L000544,C11001,Education,126700.0,7.41,2022-11-21,60,34430.17,Active,Medium
L000545,C10135,Personal,104400.0,14.62,2025-03-27,24,15494.66,Active,Low
L000546,C06829,Auto,108100.0,15.42,2022-01-07,120,49857.24,Active,Low
L000547,C10864,Home,72800.0,12.29,2023-07-07,180,42323.48,Active,Medium
L000548,C03225,Home,1121700.0,14.93,2024-08-23,12,381814.89,Active,Low
L000549,C10236,Business,188500.0,10.83,2024-01-14,24,172720.16,Overdue,Low
L000550,C03150,Education,155000.0,11.12,2022-02-09,36,48623.04,Closed,Medium
L000551,C12389,Home,137700.0,7.52,2025-01-12,240,108982.34,Overdue,Low
L000552,C13193,Auto,79200.0,9.78,2023-05-16,12,50525.49,Active,Medium
L000553,C01285,Home,103300.0,9.95,2024-03-02,84,20184.98,Active,Medium
L000554,C07465,Home,382000.0,15.61,2025-03-28,120,354431.51,Overdue,Medium
L000555,C08194,Personal,113200.0,15.51,2025-11-10,48,88218.11,Overdue,Medium
L000556,C01042,Home,91300.0,14.79,2023-04-13,60,30838.93,Overdue,Low
L000557,C13718,Education,76400.0,12.74,2023-01-04,48,53254.59,Active,Medium
L000558,C03405,Personal,76200.0,8.47,2022-10-22,84,57214.73,Active,Low
L000559,C07225,Education,50000.0,8.77,2023-03-19,48,33773.8,Active,Low
L000560,C03295,Business,121700.0,9.61,2022-12-25,120,58394.27,Closed,Medium
L000561,C11754,Personal,56400.0,8.87,2025-08-24,12,53446.07,Active,Low
L000562,C14836,Home,264700.0,11.24,2025-02-16,36,13417.2,Active,High
L000563,C07834,Business,276600.0,10.22,2024-05-17,48,236969.22,Closed,Low
L000564,C13493,Home,320400.0,8.76,2022-02-14,24,254138.87,Defaulted,Low
L000565,C13397,Home,178400.0,8.78,2024-11-28,48,35289.27,Closed,Low
L000566,C09140,Personal,292900.0,10.65,2023-02-03,60,31501.63,Active,Medium
L000567,C03536,Personal,50000.0,15.06,2022-09-18,48,10734.8,Active,High
L000568,C11538,Personal,69400.0,10.92,2025-12-26,48,63458.23,Defaulted,Low
L000569,C05905,Auto,433300.0,14.25,2023-03-31,60,340728.03,Closed,Low
L000570,C14685,Home,246700.0,13.28,2023-01-26,48,31314.42,Active,Low
L000571,C09876,Auto,200700.0,6.56,2024-09-21,84,149760.23,Active,Low
L000572,C06912,Business,97700.0,8.43,2024-08-05,12,52802.13,Active,Low
L000573,C04950,Auto,116900.0,9.62,2023-02-16,240,76738.41,Active,Medium
L000574,C14691,Education,53900.0,7.66,2024-05-14,48,17724.84,Active,Medium
L000575,C08876,Home,50000.0,13.89,2023-11-15,12,44910.7,Active,Low
L000576,C02345,Personal,68800.0,10.04,2022-12-02,180,54857.28,Closed,Low
L000577,C12541,Personal,475700.0,9.94,2025-06-10,120,313045.1,Active,Low
L000578,C03972,Personal,154600.0,15.78,2024-08-27,12,102993.36,Closed,Low
L000579,C13899,Education,151400.0,13.76,2022-10-24,60,18208.02,Active,Low
L000580,C08844,Auto,424600.0,8.95,2023-12-05,48,281818.01,Active,Medium
L000581,C06349,Personal,121600.0,8.03,2025-08-30,60,29480.04,Active,Medium
L000582,C13363,Business,230600.0,8.46,2025-01-10,12,174103.13,Active,Low
L000583,C08852,Auto,180300.0,7.25,2023-10-03,24,51740.22,Active,Low
L000584,C11795,Education,102500.0,10.24,2025-05-15,48,69980.58,Active,Low
L000585,C02799,Personal,62500.0,9.74,2024-01-06,36,56882.51,Active,Low
L000586,C00119,Personal,254400.0,10.93,2025-01-30,180,198885.26,Active,Low
L000587,C03374,Business,130600.0,13.19,2024-03-30,60,100701.59,Active,Low
L000588,C10407,Home,178600.0,15.47,2024-05-06,120,110708.49,Active,Low
L000589,C13215,Personal,105500.0,9.96,2022-05-17,84,95762.31,Active,Medium
L000590,C14840,Personal,92600.0,15.01,2023-06-23,84,60971.3,Active,Low
L000591,C00660,Home,654800.0,8.14,2024-01-09,84,106268.06,Active,High
L000592,C13726,Home,50000.0,13.1,2023-06-05,12,17649.23,Active,Medium
L000593,C03333,Auto,182700.0,9.45,2025-12-03,48,127568.67,Overdue,Low
L000594,C05316,Auto,80000.0,14.95,2023-01-31,84,4894.61,Active,Low
L000595,C06380,Home,50000.0,9.17,2022-08-28,180,37531.35,Active,Medium
L000596,C02797,Home,155300.0,7.89,2025-10-31,180,91161.03,Closed,Medium
L000597,C11764,Education,217000.0,10.62,2023-07-24,24,199766.62,Overdue,Low
L000598,C04118,Personal,63300.0,9.89,2024-08-06,180,34148.95,Overdue,Low
L000599,C05776,Personal,190200.0,14.42,2023-01-10,36,154058.04,Active,Low
L000600,C01751,Personal,1053000.0,15.07,2022-12-01,60,123573.53,Active,Medium
L000601,C10157,Business,412800.0,14.6,2024-08-23,240,292725.75,Overdue,Medium
L000602,C02065,Education,107500.0,14.36,2023-10-08,12,78133.76,Active,Low
L000603,C07909,Home,50000.0,15.13,2023-05-01,48,41550.71,Closed,Low
L000604,C02835,Home,167000.0,16.49,2022-02-21,180,64760.51,Active,Low
L000605,C00302,Personal,117600.0,13.77,2025-07-07,36,72492.97,Active,Low
L000606,C10043,Personal,144400.0,8.07,2024-09-04,24,61475.17,Active,Low
L000607,C08132,Home,50000.0,7.39,2022-06-02,24,31158.74,Overdue,Low
L000608,C04284,Auto,232400.0,13.27,2024-04-30,24,24235.7,Closed,High
L000609,C14462,Education,50000.0,15.01,2022-05-08,36,3292.64,Overdue,Medium
L000610,C14016,Personal,53600.0,9.5,2023-09-08,84,46514.15,Closed,High
L000611,C04531,Personal,340800.0,13.95,2024-07-18,60,57082.01,Overdue,Medium
L000612,C03781,Auto,170800.0,11.69,2022-07-29,180,22109.16,Defaulted,Low
L000613,C11677,Auto,269500.0,9.17,2025-05-30,180,196292.67,Closed,Low
L000614,C02335,Auto,180700.0,9.64,2022-01-17,84,95259.59,Closed,High
L000615,C03914,Business,54300.0,15.3,2022-09-13,120,37222.75,Active,Medium
L000616,C13626,Personal,328900.0,7.96,2022-08-21,24,34159.43,Active,Medium
L000617,C02453,Home,162300.0,16.12,2024-02-14,84,85003.02,Active,Low
L000618,C14081,Personal,128200.0,7.92,2023-01-13,180,109900.77,Active,Low
L000619,C05565,Education,73000.0,8.53,2025-01-21,36,66265.65,Closed,Low
L000620,C13228,Home,71000.0,14.54,2024-03-26,180,24893.87,Closed,Low
L000621,C03647,Home,326500.0,8.93,2024-08-19,240,137186.46,Active,Low
L000622,C05600,Auto,107900.0,14.97,2024-05-28,120,39424.25,Closed,Low
